법령용어명,법령내용
EA포털시스템,"{'LsTrmService': {'법령용어일련번호': '2636169', '법령용어명_한글': 'EA포털시스템', '법령용어명_한자': 'EA포털시스템', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '법무 정보기술아키텍처 관리지침[법무부지침 제9999호, 2013.10.2., 일부개정]', '법령용어정의': '법무부에서 운영하는 ""EA관리시스템”, ""정보화사업관리시스템”, ""정보자원관리시스템” 등을 단일 화면을 통해 관리하는 통합 시스템을 말한다.'}}"
edification,"{'LsTrmService': {'법령용어일련번호': '619238', '법령용어명_한글': 'edification', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '교회(敎誨)'}}"
editing,"{'LsTrmService': {'법령용어일련번호': '617721', '법령용어명_한글': 'editing', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '편집'}}"
education,"{'LsTrmService': {'법령용어일련번호': '618436', '법령용어명_한글': 'education', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '교육'}}"
effect,"{'LsTrmService': {'법령용어일련번호': '617450', '법령용어명_한글': 'effect', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '효과;효력'}}"
effective,"{'LsTrmService': {'법령용어일련번호': '618437', '법령용어명_한글': 'effective', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '유효한'}}"
effectiveness,"{'LsTrmService': {'법령용어일련번호': ['620053', '620054'], '법령용어명_한글': ['effectiveness', 'effectiveness'], '법령용어명_한자': [None, None], '법령용어코드': ['011403', '011403'], '법령용어코드명': ['법령한영사전', '법령한영사전'], '법령용어정의': ['효과', '실효(實效)성']}}"
efficiency,"{'LsTrmService': {'법령용어일련번호': '618837', '법령용어명_한글': 'efficiency', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '효율'}}"
election,"{'LsTrmService': {'법령용어일련번호': '618069', '법령용어명_한글': 'election', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '선거;호선(互選)'}}"
electricity,"{'LsTrmService': {'법령용어일련번호': '619239', '법령용어명_한글': 'electricity', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '전기(電氣)'}}"
element,"{'LsTrmService': {'법령용어일련번호': '617722', '법령용어명_한글': 'element', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '요소'}}"
ELF,"{'LsTrmService': {'법령용어일련번호': '4413581', '법령용어명_한글': 'ELF', '법령용어명_한자': 'ELF(Equity Linked Fund : 주가연계펀드)', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '우체국예금특별회계 회계규정[우정사업본부훈령 제762호, 2020.12.7., 일부개정]', '법령용어정의': '주가지수의 변동과 연계되어 수익이 결정되는 펀드상품으로서 투자액의 상당 부분을 국공채나 우량 회사채 등으로 운용되는 상품을 말한다.'}}"
eligibility,"{'LsTrmService': {'법령용어일련번호': '619240', '법령용어명_한글': 'eligibility', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '자격;적격'}}"
elimination,"{'LsTrmService': {'법령용어일련번호': '619241', '법령용어명_한글': 'elimination', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '말소;소거;소멸;제거;폐기;해제'}}"
elucidation,"{'LsTrmService': {'법령용어일련번호': '619242', '법령용어명_한글': 'elucidation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '석명(釋明)'}}"
embankment,"{'LsTrmService': {'법령용어일련번호': '618838', '법령용어명_한글': 'embankment', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '제방'}}"
embarkation,"{'LsTrmService': {'법령용어일련번호': '619243', '법령용어명_한글': 'embarkation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '승선'}}"
embassy,"{'LsTrmService': {'법령용어일련번호': '617723', '법령용어명_한글': 'embassy', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '대사관'}}"
embezzlement,"{'LsTrmService': {'법령용어일련번호': '619646', '법령용어명_한글': 'embezzlement', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '횡령'}}"
emblem,"{'LsTrmService': {'법령용어일련번호': '617451', '법령용어명_한글': 'emblem', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '표장'}}"
embryo,"{'LsTrmService': {'법령용어일련번호': '617452', '법령용어명_한글': 'embryo', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '배아;태아'}}"
emergency,"{'LsTrmService': {'법령용어일련번호': '618438', '법령용어명_한글': 'emergency', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '긴급;긴급사태;긴급한;비상사태'}}"
emigration,"{'LsTrmService': {'법령용어일련번호': '618839', '법령용어명_한글': 'emigration', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '이민'}}"
employee,"{'LsTrmService': {'법령용어일련번호': '618070', '법령용어명_한글': 'employee', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '고용원;고용인;근로자;노무자;사원;종업원;직원;피용자'}}"
employer,"{'LsTrmService': {'법령용어일련번호': '618071', '법령용어명_한글': 'employer', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '고용자;고용주'}}"
employment,"{'LsTrmService': {'법령용어일련번호': '618840', '법령용어명_한글': 'employment', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '고용;재직;채용;취업;취직'}}"
enactment,"{'LsTrmService': {'법령용어일련번호': '618439', '법령용어명_한글': 'enactment', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '제정'}}"
endorsee,"{'LsTrmService': {'법령용어일련번호': '618072', '법령용어명_한글': 'endorsee', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '피배서인'}}"
endorsement,"{'LsTrmService': {'법령용어일련번호': '619244', '법령용어명_한글': 'endorsement', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '배서'}}"
endorser,"{'LsTrmService': {'법령용어일련번호': '618073', '법령용어명_한글': 'endorser', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '배서인'}}"
endowment,"{'LsTrmService': {'법령용어일련번호': '618440', '법령용어명_한글': 'endowment', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '기본재산'}}"
enforcement,"{'LsTrmService': {'법령용어일련번호': '619246', '법령용어명_한글': 'enforcement', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '시행;집행'}}"
engagement,"{'LsTrmService': {'법령용어일련번호': '618842', '법령용어명_한글': 'engagement', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '약혼'}}"
engineer,"{'LsTrmService': {'법령용어일련번호': '618074', '법령용어명_한글': 'engineer', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '기관사'}}"
enjoyment,"{'LsTrmService': {'법령용어일련번호': '618441', '법령용어명_한글': 'enjoyment', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '향유'}}"
enlistment,"{'LsTrmService': {'법령용어일련번호': '618843', '법령용어명_한글': 'enlistment', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '징병'}}"
enrollment,"{'LsTrmService': {'법령용어일련번호': '618844', '법령용어명_한글': 'enrollment', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '등록;모집'}}"
enslavement,"{'LsTrmService': {'법령용어일련번호': '619247', '법령용어명_한글': 'enslavement', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '노예화'}}"
enterprise,"{'LsTrmService': {'법령용어일련번호': '618845', '법령용어명_한글': 'enterprise', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '기업;기업체;회사'}}"
entertainment,"{'LsTrmService': {'법령용어일련번호': '620057', '법령용어명_한글': 'entertainment', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '오락;유기(遊技);향응'}}"
enticement,"{'LsTrmService': {'법령용어일련번호': '618846', '법령용어명_한글': 'enticement', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '유인;유치(誘致)'}}"
entity,"{'LsTrmService': {'법령용어일련번호': '617453', '법령용어명_한글': 'entity', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '단체'}}"
entrance,"{'LsTrmService': {'법령용어일련번호': '618075', '법령용어명_한글': 'entrance', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '입국'}}"
entries,"{'LsTrmService': {'법령용어일련번호': '617724', '법령용어명_한글': 'entries', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '기재사항'}}"
entrustment,"{'LsTrmService': {'법령용어일련번호': '619249', '법령용어명_한글': 'entrustment', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '기탁;위탁;촉탁'}}"
entry,"{'LsTrmService': {'법령용어일련번호': '617264', '법령용어명_한글': 'entry', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '가입;기입;기재;기장(記帳);등록'}}"
environment,"{'LsTrmService': {'법령용어일련번호': '619250', '법령용어명_한글': 'environment', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '환경'}}"
envoy,"{'LsTrmService': {'법령용어일련번호': '617265', '법령용어명_한글': 'envoy', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '사절(使節)'}}"
epilepsy,"{'LsTrmService': {'법령용어일련번호': '618076', '법령용어명_한글': 'epilepsy', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '간질'}}"
epitome,"{'LsTrmService': {'법령용어일련번호': '617725', '법령용어명_한글': 'epitome', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '개요'}}"
equality,"{'LsTrmService': {'법령용어일련번호': '618077', '법령용어명_한글': 'equality', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '균등'}}"
equipment,"{'LsTrmService': {'법령용어일련번호': '618442', '법령용어명_한글': 'equipment', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '기구(器具);설치;속구;시설;연장(鍊匠);장비'}}"
equipments,"{'LsTrmService': {'법령용어일련번호': '618847', '법령용어명_한글': 'equipments', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '설비'}}"
equity,"{'LsTrmService': {'법령용어일련번호': '617454', '법령용어명_한글': 'equity', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '공정(公正);공평;형평'}}"
equivalence,"{'LsTrmService': {'법령용어일련번호': '619251', '법령용어명_한글': 'equivalence', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '균등'}}"
equivalent,"{'LsTrmService': {'법령용어일련번호': '618848', '법령용어명_한글': 'equivalent', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '대가(對價);상당한'}}"
eradication,"{'LsTrmService': {'법령용어일련번호': '619252', '법령용어명_한글': 'eradication', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '구제(驅除)'}}"
erasion,"{'LsTrmService': {'법령용어일련번호': '617726', '법령용어명_한글': 'erasion', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '소멸'}}"
ERP시스템,"{'LsTrmService': {'법령용어일련번호': '5071568', '법령용어명_한글': 'ERP시스템', '법령용어명_한자': 'ERP시스템', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '방산원가관리체계 인증제도 운영지침[방위사업청예규 제906호, 2024.4.23., 일부개정]', '법령용어정의': '기업의 전사적 자원 관리(Enterprise Resource Planning)시스템으로서 자금, 회계, 구매, 생산, 판매 등 기업 전반의 업무를 효율적으로 관리해주는 전산시스템을 말한다.'}}"
error,"{'LsTrmService': {'법령용어일련번호': '617266', '법령용어명_한글': 'error', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '착오'}}"
escape,"{'LsTrmService': {'법령용어일련번호': '617455', '법령용어명_한글': 'escape', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '도망;도주;도피;회피'}}"
ESCO,"{'LsTrmService': {'법령용어일련번호': '5064155', '법령용어명_한글': 'ESCO', '법령용어명_한자': 'ESCO라 한다)', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '에너지이용합리화사업을 위한 자금지원 지침[산업통상자원부공고 제2024-293호, 2024.4.1., 일부개정]', '법령용어정의': '「에너지이용합리화법」 제25조에 따라 등록한 기업을 말한다.'}}"
escort,"{'LsTrmService': {'법령용어일련번호': '617456', '법령용어명_한글': 'escort', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '호송'}}"
ESCO투자사업,"{'LsTrmService': {'법령용어일련번호': '4795462', '법령용어명_한글': 'ESCO투자사업', '법령용어명_한자': 'ESCO투자사업', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '에너지절약전문기업 관리규정[산업통상자원부공고 제2022-869호, 2022.12.14., 폐지제정]', '법령용어정의': '예상절감량(액) 또는 보증절감량(액)으로 투자비를 회수하는 에너지절약용역사업으로 에너지절약전문기업과 에너지사용자가 성과확정, 사용자파이낸싱성과보증 또는 사업자파이낸싱성과보증 계약을 체결하여 시행하는 사업을 말한다.'}}"
ESC차량,"{'LsTrmService': {'법령용어일련번호': '5189309', '법령용어명_한글': 'ESC차량', '법령용어명_한자': 'ESC차량이라 한다)', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '소방정보통신 운영관리 규정[소방청예규 제104호, 2024.12.26., 일부개정]', '법령용어정의': '위성을 이용하여 영상전송, 화상회의, 전화 및 인터넷 등의 통신기능이 가능하도록 관련 시스템을 갖춘 차량을 말한다.'}}"
espionage,"{'LsTrmService': {'법령용어일련번호': '618443', '법령용어명_한글': 'espionage', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '간첩'}}"
essentials,"{'LsTrmService': {'법령용어일련번호': '618849', '법령용어명_한글': 'essentials', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '요지'}}"
establishment,"{'LsTrmService': {'법령용어일련번호': '620058', '법령용어명_한글': 'establishment', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '설립;설정;설치;수립;시설;영조물;입안;제정;창립;창설'}}"
estimation,"{'LsTrmService': {'법령용어일련번호': '618850', '법령용어명_한글': 'estimation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '산정;추정;평가'}}"
estoppel,"{'LsTrmService': {'법령용어일련번호': '618078', '법령용어명_한글': 'estoppel', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '금반언'}}"
ethics,"{'LsTrmService': {'법령용어일련번호': '617457', '법령용어명_한글': 'ethics', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '도덕'}}"
evacuation,"{'LsTrmService': {'법령용어일련번호': '618851', '법령용어명_한글': 'evacuation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '퇴거'}}"
evaluation,"{'LsTrmService': {'법령용어일련번호': '618852', '법령용어명_한글': 'evaluation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '산정;평가'}}"
evasion,"{'LsTrmService': {'법령용어일련번호': '617727', '법령용어명_한글': 'evasion', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '기피;도피;면탈;포탈;회피'}}"
event,"{'LsTrmService': {'법령용어일련번호': '617267', '법령용어명_한글': 'event', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '사건;행사(行事)'}}"
eviction,"{'LsTrmService': {'법령용어일련번호': '618079', '법령용어명_한글': 'eviction', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '퇴거'}}"
evidence,"{'LsTrmService': {'법령용어일련번호': '618080', '법령용어명_한글': 'evidence', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '증거'}}"
evident,"{'LsTrmService': {'법령용어일련번호': '617728', '법령용어명_한글': 'evident', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '공연한'}}"
evidently,"{'LsTrmService': {'법령용어일련번호': '618444', '법령용어명_한글': 'evidently', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '공연히'}}"
examination,"{'LsTrmService': {'법령용어일련번호': '619254', '법령용어명_한글': 'examination', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '검사;검안;검열;신문(訊問);심문(審問);심사;조사;진단'}}"
examiner,"{'LsTrmService': {'법령용어일련번호': '618081', '법령용어명_한글': 'examiner', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '심사관'}}"
excavation,"{'LsTrmService': {'법령용어일련번호': '618855', '법령용어명_한글': 'excavation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '발굴'}}"
exception,"{'LsTrmService': {'법령용어일련번호': '618445', '법령용어명_한글': 'exception', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '예외'}}"
excess,"{'LsTrmService': {'법령용어일련번호': '617458', '법령용어명_한글': 'excess', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '초과'}}"
exchange,"{'LsTrmService': {'법령용어일련번호': '618082', '법령용어명_한글': 'exchange', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '거래소;교환;상환(相換)'}}"
exclusion,"{'LsTrmService': {'법령용어일련번호': '618446', '법령용어명_한글': 'exclusion', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '제명;제척'}}"
exclusive,"{'LsTrmService': {'법령용어일련번호': '618447', '법령용어명_한글': 'exclusive', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '전속의'}}"
excrement,"{'LsTrmService': {'법령용어일련번호': '618448', '법령용어명_한글': 'excrement', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '분뇨'}}"
excreta,"{'LsTrmService': {'법령용어일련번호': '617729', '법령용어명_한글': 'excreta', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '분뇨'}}"
excretion,"{'LsTrmService': {'법령용어일련번호': '618449', '법령용어명_한글': 'excretion', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '배설;분뇨'}}"
exculpation,"{'LsTrmService': {'법령용어일련번호': '619255', '법령용어명_한글': 'exculpation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '변호;소명'}}"
execution,"{'LsTrmService': {'법령용어일련번호': '618450', '법령용어명_한글': 'execution', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '이행;집행;행사(行使)'}}"
executor,"{'LsTrmService': {'법령용어일련번호': '618083', '법령용어명_한글': 'executor', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '실시권자;집행관'}}"
exemption,"{'LsTrmService': {'법령용어일련번호': '618451', '법령용어명_한글': 'exemption', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '면제'}}"
exercise,"{'LsTrmService': {'법령용어일련번호': '618084', '법령용어명_한글': 'exercise', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '행사(行使)'}}"
exertion,"{'LsTrmService': {'법령용어일련번호': '618085', '법령용어명_한글': 'exertion', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '행사(行使)'}}"
exhibit,"{'LsTrmService': {'법령용어일련번호': '617730', '법령용어명_한글': 'exhibit', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '증거물'}}"
exhibition,"{'LsTrmService': {'법령용어일련번호': '618856', '법령용어명_한글': 'exhibition', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '전시회'}}"
exhortation,"{'LsTrmService': {'법령용어일련번호': '619256', '법령용어명_한글': 'exhortation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '교회(敎誨)'}}"
exhumation,"{'LsTrmService': {'법령용어일련번호': '618857', '법령용어명_한글': 'exhumation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '발굴'}}"
exigency,"{'LsTrmService': {'법령용어일련번호': '618086', '법령용어명_한글': 'exigency', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '긴급'}}"
exile,"{'LsTrmService': {'법령용어일련번호': '617268', '법령용어명_한글': 'exile', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '망명'}}"
existence,"{'LsTrmService': {'법령용어일련번호': '618452', '법령용어명_한글': 'existence', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '존속(存續)'}}"
expansion,"{'LsTrmService': {'법령용어일련번호': '618453', '법령용어명_한글': 'expansion', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '확장'}}"
expectation,"{'LsTrmService': {'법령용어일련번호': '619257', '법령용어명_한글': 'expectation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '기대'}}"
expenditure,"{'LsTrmService': {'법령용어일련번호': '619258', '법령용어명_한글': 'expenditure', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '지출'}}"
expenditures,"{'LsTrmService': {'법령용어일련번호': '619648', '법령용어명_한글': 'expenditures', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '비용'}}"
expense,"{'LsTrmService': {'법령용어일련번호': '617731', '법령용어명_한글': 'expense', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '부담금'}}"
expenses,"{'LsTrmService': {'법령용어일련번호': '618087', '법령용어명_한글': 'expenses', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '경비(經費);비용'}}"
expert,"{'LsTrmService': {'법령용어일련번호': '617459', '법령용어명_한글': 'expert', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '전문가'}}"
expiration,"{'LsTrmService': {'법령용어일련번호': '618858', '법령용어명_한글': 'expiration', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '기간만료;만료;상실;소멸;종료;해지'}}"
expiry,"{'LsTrmService': {'법령용어일련번호': '617460', '법령용어명_한글': 'expiry', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '만기'}}"
explanation,"{'LsTrmService': {'법령용어일련번호': '619259', '법령용어명_한글': 'explanation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '변명;변호;석명(釋明);설명;소명'}}"
explication,"{'LsTrmService': {'법령용어일련번호': '619260', '법령용어명_한글': 'explication', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '석명(釋明)'}}"
exploit,"{'LsTrmService': {'법령용어일련번호': '617732', '법령용어명_한글': 'exploit', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '공로(功勞)'}}"
explosive,"{'LsTrmService': {'법령용어일련번호': '618454', '법령용어명_한글': 'explosive', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '폭발물;폭약'}}"
explosives,"{'LsTrmService': {'법령용어일련번호': '618859', '법령용어명_한글': 'explosives', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '화약류'}}"
export,"{'LsTrmService': {'법령용어일련번호': '617461', '법령용어명_한글': 'export', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '수출'}}"
expression,"{'LsTrmService': {'법령용어일련번호': '618860', '법령용어명_한글': 'expression', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '표시'}}"
expressway,"{'LsTrmService': {'법령용어일련번호': '618861', '법령용어명_한글': 'expressway', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '고속도로'}}"
expropriation,"{'LsTrmService': {'법령용어일련번호': '620067', '법령용어명_한글': 'expropriation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '수용(收用)'}}"
expulsion,"{'LsTrmService': {'법령용어일련번호': '618455', '법령용어명_한글': 'expulsion', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '제명;제적'}}"
extension,"{'LsTrmService': {'법령용어일련번호': '618456', '법령용어명_한글': 'extension', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '연장(延長)'}}"
